text,intent
i need to take a flight from florida to alabama on january 25th and i need to get back by the 30th,action-item
Today what is life all about,emotional-support
can you look at what the oldest age is someone can enlist in the army,unknown
what car rental choices are there in calgary,unknown
"if soda isn't on my shopping list, go ahead and add it for me",action-item
please change the language,action-item
i need to know where the nearest place that has mountain dew is,unknown
i want you to send ten dollars from bank of america to capital one,action-item
"for city driving, what's the car's mpg",unknown
"Honestly, what does life mean to you",emotional-support
what do i have to do on january 1st,reminder
sorry no idea,unknown
i want to change your name to adam,unknown
how many vacation and sick days have i taken,unknown
have i have been spending a lot of money on shoes,unknown
make me a reservation for tomorrow at happys for four,action-item
send fifty dollars from me to carrie,action-item
what are you able to do,small-talk
march 3rd needs to be cleared on my calendar,reminder
will i be able to get a seat at 5pm,unknown
can you cancel my reservation tonight for chris at smith and wollensky,unknown
take 100 dollars from checking and send it to savings,action-item
take $20000 from savings and put it in checking,action-item
who would you say you are employed by,unknown
what state were you born in,small-talk
tell me something interesting about lake tahoe,unknown
i'll talk to you later ai,small-talk
set alarm for 6am,reminder
"""i'm going on a flight from lax and going to phl, which is only $120 on june 15th",action-item
how do i get to the subway by foot,unknown
i am looking for a hotel in new york city that has good reviews,action-item
tell me what is on my to do list,action-item
Recently who can tell me if there's any meaning to life,emotional-support
I feel who can tell me if there's any meaning to life,emotional-support
"my vacation, has it been approved yet",unknown
would you just like to call me paul,small-talk
is make a hair appointment on my todo list right now,action-item
have i added my doctor's appointment to my calendar,reminder
are there meeting rooms available between 7-9,reminder
can i make reservations at spago in beverly hills,unknown
i no longer want my reservation anymore,unknown
i would like to request pto for march 2 and 3,reminder
what other names can i give you,unknown
who were you invented by,small-talk
what do you think our purpose is in life,emotional-support
tell me who your maker was,small-talk
"update my shopping list, delete canned olives",action-item
my new card will arrive when,unknown
please say things more quickly,unknown
I feel why are humans on earth,emotional-support
could you tell me the meaning of life,emotional-support
i need to know the calorie count of a bacon cheeseburger,unknown
"hello there, good morning",small-talk
change my name please,small-talk
can you book a meeting room for friday at 9:00 am,reminder
is there a way to increase the limit of my credit to 5000 dollars,unknown
i do not know the answer to that,unknown
could you book me a hotel in tampa from may 2 to may 4,action-item
Recently what's your opinion on the meaning of life,emotional-support
please request pto for me from march 3rd to march 7th,reminder
what time will i be allowed to board,unknown
"Recently right now, i need to know the meaning of life",emotional-support
is mcdonalds busy around 9,unknown
what is the most famous quote on the internet,unknown
what's my going out to eat tab this month vs last month,unknown
"search for a flight from nyc to la on march 1, returning on march 5",action-item
give me my to-do list,action-item
I feel tell me what is the purpose of life,emotional-support
my car battery has died what should i do now,unknown
is there really a meaning of life,emotional-support
am i approved for vacation yet,unknown
help me secure a car rental out of reagan international airport from march 22-30,unknown
could you tell me your name,unknown
"how do they say ""i love you"" in japanese",action-item
tell me a joke about lawyers,small-talk
what types of things can i ask the ai,small-talk
can you tell me something funny,small-talk
what is a good laptop for gaming,unknown
can i raise the credit limit for my discover card,unknown
do you know my phone's location,action-item
who is your employeer,unknown
I feel i would like information on the meaning of life,emotional-support
how would i say i need directions if i were french,action-item
