text,intent
"do you think my shots would be needed, before traveling to columbia",unknown
can you put detergent on my shopping list cause i'm all out,action-item
what would the word for grass be in finland,action-item
i would like to thank you,small-talk
whats the max i can spend on my visa,unknown
how is it going,small-talk
you are so thoughtful and i appreciate your gesture,small-talk
give me a 10 minute timer,reminder
does my checking account have a pin number,unknown
could you roll over my 401k for me,unknown
please reserve a table for two at rouge for 7:00 pm,action-item
"that'll work, good job!",small-talk
please tell me if a coin flip lands on heads or tails,unknown
how much will my monthly bill be,unknown
i want the nutrition facts for buttered spaghetti,unknown
tell me the visa card credit limit,unknown
please tell me the routing number for my wells fargo account,unknown
i'd like to get soda while i'm out; add it to my shopping list,action-item
what gas does this car need,unknown
i need to add iep meeting to my calendar on april 15th,reminder
let me know what kinds of pets you have,unknown
what is the interest rate on my barclay card arrival credit card,unknown
please tell me what subjects you like,small-talk
can you tell me the nutritional content of chicken nuggets,unknown
call me ishmael,small-talk
how much are taxes in my state,unknown
how do i find out my credit rating,unknown
"would you tell me the meaning of life, please",emotional-support
is there anything on my todo list for taking out the trash,action-item
reserve a table for 2 at olive garden under the name jim at 6:00pm,action-item
that is not false,unknown
what's a big bowl of ice cream contain in calories,unknown
ai how are you doing on this fine day,small-talk
what do you think the meaning of life is,emotional-support
where can i see the routing number for bmo,unknown
i need to change your name to ben,unknown
could you book me a hotel in tampa from may 2 to may 4,action-item
where are your origins found,small-talk
i want to know if there is meeting room available at 8,reminder
how long ago did my car get looked at,unknown
set a timer for fifteen seconds,reminder
tell me something that'll make me laugh,small-talk
help me find a well reviewed hotel in dallas,action-item
can you help me find my lost phone,action-item
life has what meaning or what's the secret to it,emotional-support
tell me a blonde joke,small-talk
cancel my reservation for 3 at carlos jr,unknown
i think i lost my phone,action-item
it was great to have this conversation with you,small-talk
what steps should i take if my luggage has been lost,unknown
do i have any vacation days left,unknown
please lower your volume,unknown
you can call me steve,small-talk
"ai, my name is deb please use my name when you talk to me",small-talk
help me find my phone,action-item
why would the bank have frozen my account,unknown
when is that meeting with kara,unknown
can you please turn your volume down,unknown
please make me a reservation for monty's at noon for 55555,action-item
please call an uber for me,unknown
goodbye for now ai,small-talk
get rid of tuesday the 5ths dinner,reminder
can't say,unknown
i want to remove milk from my shopping list and add bread,action-item
"you can remove the field trip from my calendar for march 12, 2019",reminder
"can i get a hotel room that can accommodate 50 people in bangor from january 01, 2021 to january 30, 2021",action-item
what can you answer for me,small-talk
what organization created you,small-talk
the word is happiness; how many a's can you find in that word,unknown
create an alarm for 9 am and another one for 11 am,reminder
i need your language setting to be russian now,action-item
how many miles is there left to get to sioux falls,unknown
remove anniversary dinner from my calendar on april 5,reminder
change name for me,small-talk
is anything on my calendar for june 22nd,reminder
good job with assisting me,small-talk
add jake's birthday party for friday at 5,reminder
call me jake,small-talk
would you schedule a meeting with carrie and lisa please,reminder
i must add farm trip to my calendar for friday,reminder
could you submit a pto request for me from dates oct thirty to nov second,reminder
are there any ubers available that fit 5 people we are going to wendys,unknown
i need to find the correct td bank routing number for my pennsylvania account,unknown
